,attention -> next-week abnormal volume,attention -> next-week return,attention (reversal-controlled) -> return,momentum (last-week return) -> return,GNN forecast -> same-week abnormal volume,GNN forecast -> same-week return
2024-08-16,0.14285714285714285,0.16365626710454295,0.15216201423097975,-0.2681365576102418,,
2024-08-23,-0.13409961685823754,-0.08866995073891626,-0.09688013136288998,-0.2171645329540066,,
2024-08-30,0.1510673234811166,-0.02681992337164751,-0.010946907498631636,0.286628733997155,,
2024-09-06,0.0,0.21565407772304324,0.14668856048166393,-0.3155523944997629,,
2024-09-13,0.09852216748768472,-0.034482758620689655,-0.11494252873563218,0.3136557610241821,,
2024-09-20,0.06896551724137931,0.04980842911877395,-0.04926108374384236,-0.03200568990042674,,
2024-09-27,0.39244663382594414,-0.07334428024083196,-0.0755336617405583,0.38549075391180654,,
2024-10-04,0.2534209085933224,-0.20908593322386423,-0.24411603721948552,-0.15244191559981032,,
2024-10-11,-0.09414340448823208,0.10016420361247948,0.11986863711001641,0.18776671408250356,,
2024-10-18,0.12643678160919541,0.11001642036124794,0.15873015873015872,0.038643907064959696,,
2024-10-25,0.02463054187192118,-0.348111658456486,-0.29556650246305416,0.19227121858700805,,
2024-11-01,-0.1330049261083744,-0.19047619047619047,-0.2255062944718117,-0.05547652916073968,,
2024-11-08,-0.32676518883415434,-0.2753147235905857,-0.2835249042145594,0.130393551446183,,
2024-11-15,0.12807881773399013,0.22769567597153803,0.1986863711001642,-0.2041251778093883,,
2024-11-22,0.0870279146141215,0.0071154898741105635,-0.041050903119868636,-0.08724513987671882,,
2024-11-29,0.3355227148330596,0.28133552271483303,0.2545155993431856,-0.09174964438122332,,
2024-12-06,-0.09414340448823208,0.13245758073344277,0.18555008210180626,0.19582740635372214,,
2024-12-13,0.16037219485495346,0.15489874110563767,0.17022441160372195,0.35988620199146515,,
2024-12-20,0.42145593869731796,0.10837438423645321,0.10563765736179528,0.005689900426742531,,
2024-12-27,0.12972085385878487,0.11713191023535852,0.18336070060207993,-0.13679468942626838,,
2025-01-03,-0.09195402298850575,-0.14833059660645867,-0.1592775041050903,0.1657183499288762,,
2025-01-10,0.006568144499178982,-0.08319649698960044,-0.11767925561029009,-0.1410621147463253,,
2025-01-17,0.5249042145593871,0.5769020251778874,0.5396825396825397,-0.19677572309151253,,
2025-01-24,0.02079912424740011,0.01532567049808429,0.060207991242473995,-0.25533428165007105,,
2025-01-31,-0.28078817733990147,0.17898193760262726,0.21127531472359057,-0.2031768610715979,,
2025-02-07,0.18281335522714834,-0.23645320197044337,-0.22879036672140118,0.22830725462304408,,
2025-02-14,0.30596606458675424,-0.003284072249589491,0.020251778872468526,0.03437648174490279,,
2025-02-21,-0.1598248494800219,-0.062397372742200335,-0.00875752599890531,0.28757705073494544,,
2025-02-28,-0.17077175697865354,-0.019704433497536946,0.06513409961685823,0.18847795163584638,,
2025-03-07,-0.0722495894909688,-0.2742200328407225,-0.10180623973727422,-0.26955903271692744,,
2025-03-14,0.25506294471811713,-0.19047619047619047,-0.2660098522167488,0.07088667614983404,,
2025-03-21,0.25615763546798026,0.5752599890530925,0.5883962780514504,-0.1266002844950213,,
2025-03-28,-0.14997263273125339,0.3724137931034482,-0.003284072249589491,0.4739212897107633,,
2025-04-04,0.20142309797482214,-0.4241379310344827,-0.25418719211822655,-0.45333187438450595,,
2025-04-11,0.18664477285166942,0.024137931034482755,0.004433497536945812,0.008425429478061058,,
2025-04-18,0.19211822660098518,-0.2507389162561576,-0.225615763546798,-0.18043549622496993,,
2025-04-25,0.08669950738916254,-0.07192118226600984,-0.06453201970443348,0.07670423459897144,,
